chat_id,github_link,gpt_link,Type of issue/Problem (#1),Type of issue/Problem (#2),Did ChatGPT help with the issue,How did ChatGPT help with the issue,Explanations for why ChatGPT was helpful (#1),Explanations for why ChatGPT was helpful (#2),Explanations for why ChatGPT was NOT helpful,Notes,owner/repo,primary_language,stars,contributors,forks,username_shared_link,user_public_repos,user_followers,user_account_age_years,user_contributions,num_files,num_lines
173,https://github.com/AndyGrant/OpenBench/issues/149,https://chat.openai.com/share/184ff4fa-49c5-40f6-9d6c-0a0b2d13971b,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,AndyGrant/OpenBench,Python,132,21,109,AndyGrant,14,70,9,17,119,9548
174,https://github.com/Elucidation/mapf-multiagent-robot-planning/issues/118,https://chat.openai.com/share/683a6eeb-dca7-4143-a9db-2318bc5672f2,tool/library/api usage queries,,Yes,,explicit positive comment,,,,Elucidation/mapf-multiagent-robot-planning,Python,7,1,1,Elucidation,87,122,13,1,67,6126
175,https://github.com/jku-vds-lab/loops/issues/29,https://chat.openai.com/share/97eebe66-3856-4ec7-957e-bb94bdeac347,code generation and implementation,,Yes,,direct implementation,,,,jku-vds-lab/loops,Jupyter Notebook,1,1,0,keckelt,43,17,9,23,86,47843
177,https://github.com/CakeCrusher/openplugin/issues/15,https://chat.openai.com/share/6c356c82-3607-4c92-8271-99144239b1ae,code generation and implementation,code enhancement,Yes,,issue discovery and planning,,,,CakeCrusher/openplugin,Python,208,2,13,CakeCrusher,109,42,6,29,65,74317
178,https://github.com/soykilian/webserv/issues/25,https://chat.openai.com/share/9e60d3c3-0130-4897-be30-48eb0bd0136d,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,soykilian/webserv,C++,0,3,0,diegosanchezstrange,29,25,7,22,74,5859
179,https://github.com/calcom/cal.com/issues/10030,https://chat.openai.com/share/87632455-5b84-4408-901d-e34a2227183a,debugging and code repair,,Yes,,idea generation and brainstorming,,,,calcom/cal.com,TypeScript,29195,30,6725,vats147,80,30,2,30,4636,356937
183,https://github.com/simonw/datasette-render-markdown/issues/14,https://chat.openai.com/share/ff041b92-992d-40f0-b411-42a49ff0b3e3,code generation and implementation,,Yes,,idea generation and brainstorming,,,,simonw/datasette-render-markdown,Python,23,1,0,simonw,761,6113,16,20,8,728
186,https://github.com/celestiaorg/knuu/issues/170,https://chat.openai.com/share/58473a7b-5842-47fb-ab7b-0ff86279f28c,tool/library/api usage queries,,Yes,,direct implementation,,,,celestiaorg/knuu,Go,18,16,26,smuu,40,19,8,13,90,9357
191,https://github.com/santosomar/chatgpt-programming-prompts/issues/1,https://chat.openai.com/share/617a5c43-049f-4fbe-970d-9bd65cb13e47,code generation and implementation,,Yes,,issue discovery and planning,,,,santosomar/chatgpt-programming-prompts,Python,6,1,0,santosomar,249,1031,12,22,15,633
194,https://github.com/OpenAccess-AI-Collective/axolotl/issues/421,https://chat.openai.com/share/50956ba3-026d-4df8-b91a-7125bb57866b,tool/library/api usage queries,,Yes,,engagement (emoji) signals,,,,OpenAccess-AI-Collective/axolotl,Python,6376,30,713,winglian,98,210,13,19,273,25272
195,https://github.com/CakeCrusher/openplugin/issues/25,https://chat.openai.com/share/7e908369-7cc3-413b-9f31-05b95de8da86,debugging and code repair,,Yes,,idea generation and brainstorming,,,,CakeCrusher/openplugin,Python,208,2,13,CakeCrusher,109,42,6,29,65,74317
199,https://github.com/Xenon2k7/dlr23/issues/2,https://chat.openai.com/share/cb1578c4-f538-46e4-9f75-f14dabfb6f39,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,Xenon2k7/dlr23,JavaScript,3,2,0,SQZ0111,11,7,3,7,183,34814
202,https://github.com/zcash/lightwalletd/issues/450,https://chat.openai.com/share/02a1ba5b-217f-42a4-986d-d191f70866c3,,,Yes,,explicit positive comment,,,,zcash/lightwalletd,Go,81,25,85,LarryRuane,41,68,9,4,78,14359
204,https://github.com/lcompilers/lpython/issues/2276,https://chat.openai.com/share/4d07bfe3-72fa-40ff-b476-d26d33cdacee,code enhancement,,Yes,,explicit positive comment,direct implementation,,,lcompilers/lpython,C++,1358,30,151,certik,365,778,15,25,1463,141288
205,https://github.com/posix4e/puppet/issues/35,https://chat.openai.com/share/85a33a1a-8b2b-4942-b82a-317946dfd425,code generation and implementation,,Yes,,idea generation and brainstorming,,,,posix4e/puppet,Python,8,5,8,posix4e,231,120,13,28,77,4130
210,https://github.com/Matejkob/swift-syntax/issues/2,https://chat.openai.com/share/340a3228-4be2-4f9c-afed-64ce40fcc3ef,code generation and implementation,,Yes,,issue discovery and planning,,,,Matejkob/swift-syntax,Swift,0,30,0,Matejkob,20,34,5,16,728,204430
214,https://github.com/KnightTec/mlmi-project/issues/18,https://chat.openai.com/share/c55a24db-b3f4-406f-8df3-f9df2a08c464,code generation and implementation,,Yes,,issue discovery and planning,,,,KnightTec/mlmi-project,Jupyter Notebook,0,3,2,KnightTec,10,2,6,0,244,75420
216,https://github.com/prosthetichead/GarlicPress/issues/48,https://chat.openai.com/share/41d07169-97e1-41d0-b5d5-e88ca06438a2,debugging and code repair,,Yes,,explicit positive comment,,,,prosthetichead/GarlicPress,C#,108,4,5,p42o,0,0,0,0,94,24171
218,https://github.com/ICESat2-SlideRule/sliderule-prov-sys/issues/105,https://chat.openai.com/share/595bcebd-69c4-45e5-9579-549ee09cf718,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,ICESat2-SlideRule/sliderule-prov-sys,Python,1,1,0,cugarteblair,1,6,8,25,263,81879
219,https://github.com/UIUC-Chatbot/ai-ta-backend/issues/57,https://chat.openai.com/share/98858eea-04a9-4f6d-9f47-a9306482da37,code enhancement,,Yes,,direct implementation,,,,UIUC-Chatbot/ai-ta-backend,Python,8,8,4,KastanDay,47,30,8,21,41,7016
220,https://github.com/jabrena/servlet-archaeology/issues/19,https://chat.openai.com/share/d51da5f1-ab2d-4768-9101-d7fb349098f9,code enhancement,,Yes,,direct implementation,,,,jabrena/servlet-archaeology,Java,1,1,0,jabrena,441,164,14,17,37,2093
221,https://github.com/tisztamo/Junior/issues/58,https://chat.openai.com/share/1078eeab-70a4-45cb-a575-a0d8e2fb5313,code generation and implementation,,Yes,,issue discovery and planning,,,,tisztamo/Junior,Shell,22,4,7,tisztamo,48,19,11,3,1411,71266
222,https://github.com/The-Poolz/EthSmartContractIO/issues/136,https://chat.openai.com/share/01b0088b-4b8b-4e95-9860-a24231dd5f7c,tool/library/api usage queries,,Yes,,direct implementation,,,,The-Poolz/EthSmartContractIO,C#,1,2,1,ArdenHide,14,5,4,20,58,1807
223,https://github.com/airbytehq/airbyte/issues/29709,https://chat.openai.com/share/0acf448f-3485-4ea8-b534-757768f40250,code generation and implementation,,Yes,,issue discovery and planning,,,,airbytehq/airbyte,Python,14453,30,3705,lmossman,15,8,7,9,13034,1381357
224,https://github.com/Agenta-AI/agenta/issues/273,https://chat.openai.com/share/7448e572-e8b6-43d3-8d74-5533bd74a219,information retrieval,,Yes,,direct implementation,,,,Agenta-AI/agenta,Python,912,30,158,mmabrouk,36,137,11,18,673,71553
225,https://github.com/joaogdfaero/CargoMatch/issues/45,https://chat.openai.com/share/7e0c1d7b-17d9-47aa-ae9e-bb4da245100f,debugging and code repair,,Yes,,direct implementation,,,,joaogdfaero/CargoMatch,JavaScript,1,1,0,joaogdfaero,58,52,2,22,161,18969
230,https://github.com/microsoft/azure_arc/issues/2051,https://chat.openai.com/share/f4f99148-c6af-4c68-950d-29ad5a52ef01,debugging and code repair,,Yes,,issue discovery and planning,,,,microsoft/azure_arc,HTML,724,30,532,2good4hisowngood,30,8,5,9,810,896577
231,https://github.com/hackforla/website/issues/5219,https://chat.openai.com/share/804348f0-7273-44ee-95c4-edf3af3dbd1a,debugging and code repair,,Yes,,idea generation and brainstorming,,,,hackforla/website,JavaScript,291,30,707,MattPereira,64,16,3,13,598,81940
232,https://github.com/adamfoneil/Ensync/issues/5,https://chat.openai.com/share/46c90b45-e0b8-4d90-9f36-cd5b3405f3ff,code generation and implementation,,Yes,,direct implementation,,,,adamfoneil/Ensync,C#,2,1,0,adamfoneil,93,73,11,29,69,3465
233,https://github.com/IfcOpenShell/IfcOpenShell/issues/3609,https://chat.openai.com/share/06eddbf4-48c9-4f27-8959-0ddf27da88ef,code generation and implementation,,Yes,,explicit positive comment,direct implementation,,,IfcOpenShell/IfcOpenShell,C++,1672,30,678,theoryshaw,18,161,13,26,2016,2031019
234,https://github.com/purpleslurple/PurpleSlurple/issues/68,https://chat.openai.com/share/91eca972-b047-49b0-83d1-df76cd971f5a,program generation,,Yes,,direct implementation,,,,purpleslurple/PurpleSlurple,PHP,0,1,0,purpleslurple,5,1,10,0,33,940
236,https://github.com/tisztamo/Junior/issues/66,https://chat.openai.com/share/e2298a40-b690-4710-bc11-a99c67d6fe37,code documentation/comment generation,,Yes,,idea generation and brainstorming,,,,tisztamo/Junior,Shell,22,4,7,tisztamo,48,19,11,3,1411,71266
237,https://github.com/OpenPluginACI/openplugin-api/issues/1,https://chat.openai.com/share/8d5fffad-e3ca-492e-b62c-e5b42d7841a3,code enhancement,,Yes,,direct implementation,,,,OpenPluginACI/openplugin-api,Python,1,1,0,CakeCrusher,109,42,6,29,3,420
238,https://github.com/derpierre65/BetterStreamChat/issues/22,https://chat.openai.com/share/e5c14192-32bd-4f07-b9cf-e8d0b7d8dbdd,code enhancement,,Yes,,direct implementation,,,,derpierre65/BetterStreamChat,JavaScript,4,3,4,cyfung1031,73,24,5,30,14,2180
239,https://github.com/Cerlancism/chatgpt-subtitle-translator/issues/5,https://chat.openai.com/share/7f4540c3-3b1f-4e8d-94b4-d532b05cc0b3,tool/library/api usage queries,,Yes,,engagement (emoji) signals,direct implementation,,,Cerlancism/chatgpt-subtitle-translator,JavaScript,132,1,15,Cerlancism,66,27,7,14,49,7948
241,https://github.com/CakeCrusher/openplugin/issues/19,https://chat.openai.com/share/cdf181c2-798a-4cd6-95e5-5e3ab70fb04d,debugging and code repair,,Yes,,direct implementation,,,,CakeCrusher/openplugin,Python,208,2,13,CakeCrusher,109,42,6,29,65,74317
242,https://github.com/codegouvfr/sill-api/issues/5,https://chat.openai.com/share/4cd509f1-e98d-46a1-b71c-77fdcff6ceaa,code enhancement,,Yes,,direct implementation,,,,codegouvfr/sill-api,TypeScript,4,6,0,garronej,235,352,10,28,87,6146
243,https://github.com/tisztamo/Junior/issues/35,https://chat.openai.com/share/937d8682-300c-4e1f-84e5-607425cc4b21,code enhancement,,Yes,,engagement (emoji) signals,direct implementation,,,tisztamo/Junior,Shell,22,4,7,tisztamo,48,19,11,3,1411,71266
244,https://github.com/inertiajs/inertia/issues/1645,https://chat.openai.com/share/00d4058e-bbd1-46eb-8543-95a436bf613f,code generation and implementation,,Yes,,issue discovery and planning,,,,inertiajs/inertia,PHP,5851,30,395,Bloemendaal,5,4,12,19,284,19603
245,https://github.com/damus-io/damus/issues/1407,https://chat.openai.com/share/00078bea-9349-477b-ba5d-e3c29a345449,information retrieval,,Yes,,idea generation and brainstorming,,,,damus-io/damus,Swift,1949,30,291,jb55,562,830,15,28,1570,112694
246,https://github.com/Fredkiss3/gh-next/issues/14,https://chat.openai.com/share/13bdb528-55f6-4aa5-a8c5-c919bdfeb689,tool/library/api usage queries,,Yes,,direct implementation,,,,Fredkiss3/gh-next,TypeScript,441,1,21,Fredkiss3,121,123,6,24,366,112958
247,https://github.com/neilenns/vatsim-plan-verifier/issues/492,https://chat.openai.com/share/e1758db8-02d8-48f2-ba6f-a0a43139a6b6,program generation,,Yes,,direct implementation,,,,neilenns/vatsim-plan-verifier,JavaScript,1,2,0,neilenns,74,23,9,26,324,1112201
249,https://github.com/CraneSoftwrights/board-baseball/issues/109,https://chat.openai.com/share/28530b4e-933a-408e-b516-6e1b7bbb4fcf,information retrieval,,Yes,,idea generation and brainstorming,,,,CraneSoftwrights/board-baseball,HTML,0,2,0,gkholman,12,1,12,25,421,440334
251,https://github.com/open-spaced-repetition/fsrs-rs/issues/21,https://chat.openai.com/share/1adcedee-7c58-4583-88dc-f504b80fce6b,code generation and implementation,,Yes,,direct implementation,,,,open-spaced-repetition/fsrs-rs,Rust,130,9,15,asukaminato0721,131,205,6,9,21,4458
252,https://github.com/continuedev/continue/issues/359,https://chat.openai.com/share/ad1ce898-ed78-4638-bfdf-ed5c757d6e07,information retrieval,,Yes,,explicit positive comment,,,,continuedev/continue,TypeScript,12176,30,771,bra1nDump,67,141,9,19,733,253389
253,https://github.com/qlands/elasticfeeds/issues/4,https://chat.openai.com/share/6ecf6c1b-acad-4511-ae7f-2a69f0e68bf7,program generation,,Yes,,direct implementation,,,,qlands/elasticfeeds,Python,19,1,4,wweevv-johndpope,257,9,1,29,43,2377
254,https://github.com/simonw/simonw-readthedocs-experiments/issues/1,https://chat.openai.com/share/dbd19d7c-c022-4a11-9a52-7217316afd2a,tool/library/api usage queries,,Yes,,direct implementation,,,,simonw/simonw-readthedocs-experiments,,1,1,0,simonw,761,6113,16,20,9,169
255,https://github.com/simonw/simonw-readthedocs-experiments/issues/1,https://chat.openai.com/share/e4605046-d9e9-4fb6-838a-d0653670bbff,tool/library/api usage queries,,Yes,,explicit positive comment,,,,simonw/simonw-readthedocs-experiments,,1,1,0,simonw,761,6113,16,20,9,169
256,https://github.com/simonw/llm/issues/185,https://chat.openai.com/share/3db82122-756c-4184-b26b-09d0ca1fe0af,program generation,information retrieval,Yes,,issue discovery and planning,,,Author was able to identify the size required for representing floats in different formats,simonw/llm,Python,3206,19,155,simonw,761,6113,16,20,66,8895
257,https://github.com/tran-the-lam/scada-project/issues/2,https://chat.openai.com/share/39d7e46a-b637-4f40-9aa5-70498ca50117,code generation and implementation,tool/library/api usage queries,Yes,,engagement (emoji) signals,,,,tran-the-lam/scada-project,Dart,0,2,1,truonganhhoang,81,184,13,0,977,309536
258,https://github.com/byronwall/kids-reading/issues/32,https://chat.openai.com/share/ac7686b3-44e8-4df0-82ec-4bcab2288b73,information retrieval,,Yes,,idea generation and brainstorming,,,,byronwall/kids-reading,TypeScript,0,1,0,byronwall,66,12,13,30,165,22410
259,https://github.com/byronwall/kids-reading/issues/32,https://chat.openai.com/share/0b03fa78-bc85-4b4e-a7b5-ebe1e5e1ec3e,information retrieval,,Yes,,issue discovery and planning,,,Author is able to tabulate all the information with help of chatgpt and use it as a reference,byronwall/kids-reading,TypeScript,0,1,0,byronwall,66,12,13,30,165,22410
262,https://github.com/DovieW/microbook-maker/issues/27,https://chat.openai.com/share/0b88a403-c1fb-480c-9807-f8bed0db5e93,code generation and implementation,,Yes,,issue discovery and planning,,,,DovieW/microbook-maker,TypeScript,2,1,0,DovieW,13,8,6,5,19,34796
271,https://github.com/rom-py/rompy/issues/33,https://chat.openai.com/share/1f48f3ae-e2e9-41c7-b9ca-494a5d469f26,code generation and implementation,code enhancement,Yes,,explicit positive comment,,,,rom-py/rompy,Jupyter Notebook,2,7,7,benjaminleighton,25,13,11,26,209,23369
283,https://github.com/BerriAI/litellm/issues/360,https://chat.openai.com/share/e531e4b3-0257-4adf-93b2-bc4318c28f5f,tool/library/api usage queries,,Yes,,engagement (emoji) signals,,,,BerriAI/litellm,Python,9386,30,1036,nsbradford,34,43,10,15,828,229245
284,https://github.com/fredyk/westack-go/issues/615,https://chat.openai.com/share/0bd2d772-2c37-49f5-80e7-4ed851badb69,debugging and code repair,,Yes,,issue discovery and planning,,,,fredyk/westack-go,Go,2,5,3,fredyk,33,3,10,28,101,13336
285,https://github.com/SverreNystad/power-predictor/issues/9,https://chat.openai.com/share/afad6b86-77fa-417a-ae02-89b0fb95cf13,tool/library/api usage queries,,Yes,,direct implementation,,,,SverreNystad/power-predictor,Jupyter Notebook,6,4,2,SverreNystad,40,60,2,20,126,665271
286,https://github.com/Gizra/drupal-starter/issues/568,https://chat.openai.com/share/0ba365e8-13dc-4282-9f02-ac7b591b4034,tool/library/api usage queries,,Yes,,explicit positive comment,,,,Gizra/drupal-starter,PHP,74,17,39,AronNovak,84,19,14,9,984,102049
287,https://github.com/ubiquity/ubiquibot/issues/746,https://chat.openai.com/share/3fac1c44-7998-4d8a-aee8-603a300aede4,tool/library/api usage queries,,Yes,,engagement (emoji) signals,,,,ubiquity/ubiquibot,TypeScript,15,24,59,0x4007,53,63,10,17,124,7898
299,https://github.com/mobile-dev-inc/dadb/issues/65,https://chat.openai.com/share/9b50a0ec-2777-4a81-a952-d0596b79c0c4,debugging and code repair,,Yes,Configration change,issue discovery and planning,,,,mobile-dev-inc/dadb,Kotlin,974,10,72,iiasceri,44,9,6,18,46,2759
300,https://github.com/The-OpenROAD-Project/OpenROAD-flow-scripts/issues/1497,https://chat.openai.com/share/2bde157b-2196-4aee-83c4-e28bd3b6b54c,debugging and code repair,,Yes,,engagement (emoji) signals,direct implementation,,,The-OpenROAD-Project/OpenROAD-flow-scripts,Verilog,272,30,263,luarss,18,2,6,22,1030,3099377
301,https://github.com/Richie-Lee/Bayesian_AB_Test/issues/5,https://chat.openai.com/share/988257a8-f5c7-40f5-909f-c5c36ef4557f,information retrieval,,Yes,,issue discovery and planning,explicit positive comment,,,Richie-Lee/Bayesian_AB_Test,Jupyter Notebook,0,1,0,Richie-Lee,7,3,3,27,38,4888
302,https://github.com/epicweb-dev/totp/issues/6,https://chat.openai.com/share/e96f8b80-8b65-4f46-a75e-8eb68142c40b,debugging and code repair,,Yes,,explicit positive comment,,,,epicweb-dev/totp,JavaScript,299,6,10,moishinetzer,66,32,9,15,6,614
304,https://github.com/bioshazard/coffee/issues/1,https://chat.openai.com/share/ceee7788-7ef6-4dd3-a294-4f38020683ee,code generation and implementation,,Yes,,issue discovery and planning,,,,bioshazard/coffee,JavaScript,3,1,1,bioshazard,51,16,10,23,29,7006
306,https://github.com/SebChw/Actually-Robust-Training/issues/78,https://chat.openai.com/share/7b83f86f-4675-431e-96aa-c4871031522a,code generation and implementation,,Yes,,explicit positive comment,,,,SebChw/Actually-Robust-Training,Python,29,5,0,mmaecki,5,0,3,13,55,2393
308,https://github.com/pupilfirst/ai-review-action/issues/1,https://chat.openai.com/share/b7ef7836-a282-4e40-9efd-e0c333d76a5b,information retrieval,,Yes,,issue discovery and planning,,,,pupilfirst/ai-review-action,Ruby,0,4,3,yash-learner,49,8,4,21,11,19851
309,https://github.com/CodeConnoisseur74/pdi-to-do-app/issues/1,https://chat.openai.com/share/175f3b40-eb31-4af4-a287-92d7908e2da4,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,CodeConnoisseur74/pdi-to-do-app,Python,1,2,0,CodeConnoisseur74,33,22,2,0,4,131
312,https://github.com/SDU-SE2023-G6/Interactive-Systems/issues/1,https://chat.openai.com/share/11e92808-4cf2-4b9c-8dfa-20709a6e405f,system design and architecture,,Yes,,issue discovery and planning,,,,SDU-SE2023-G6/Interactive-Systems,HTML,0,6,0,tom-bourjala,8,5,6,8,129,76184
314,https://github.com/open-learning-exchange/myplanet/issues/2429,https://chat.openai.com/share/d35a8eeb-f6de-46ae-b00a-f80357490c78,code enhancement,,Yes,,direct implementation,,,,open-learning-exchange/myplanet,Kotlin,24,30,25,dogi,36,576,8,25,545,48297
315,https://github.com/OpenPluginACI/openplugin-api/issues/7,https://chat.openai.com/share/0233d7e5-7286-4416-9f51-150c77dafe80,code enhancement,,Yes,,issue discovery and planning,,,,OpenPluginACI/openplugin-api,Python,1,1,0,CakeCrusher,109,42,6,29,3,420
316,https://github.com/simonw/llm/issues/267,https://chat.openai.com/share/a62e9c18-a713-4381-a8dc-417ddeddc15d,system design and architecture,,Yes,,idea generation and brainstorming,,,,simonw/llm,Python,3206,19,155,simonw,761,6113,16,20,66,8895
317,https://github.com/hrsh7th/msw-snapshot/issues/4,https://chat.openai.com/share/1b103ef9-723e-4b5a-9c88-a2179ba26f34,code generation and implementation,,Yes,,issue discovery and planning,,,,hrsh7th/msw-snapshot,TypeScript,5,2,2,Maxim-Mazurok,162,78,10,30,28,10988
318,https://github.com/kaist-cp/cs220/issues/262,https://chat.openai.com/share/877b7fd4-2ab9-4238-90fe-d159cab2e5c6,code enhancement,,Yes,,idea generation and brainstorming,,,,kaist-cp/cs220,Rust,208,16,42,tncks0121,19,11,11,28,85,4858
319,https://github.com/kaist-cp/cs220/issues/256,https://chat.openai.com/share/0faf7e4e-577a-4ea5-9206-215dca0936e6,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,kaist-cp/cs220,Rust,208,16,42,cyshello,7,0,3,0,85,4858
322,https://github.com/simonw/datasette/issues/2164,https://chat.openai.com/share/0e785865-621b-4fb3-ba05-7449e57c8496,code generation and implementation,,Yes,,explicit positive comment,direct implementation,,,simonw/datasette,Python,9009,30,638,simonw,761,6113,16,20,212,37024
323,https://github.com/zsviczian/obsidian-excalidraw-plugin/issues/1306,https://chat.openai.com/share/3f7aa783-2f2e-4ad6-a782-a3b068cb35dc,code generation and implementation,,Yes,,engagement (emoji) signals,,,,zsviczian/obsidian-excalidraw-plugin,TypeScript,3546,30,195,zsviczian,39,520,8,29,316,47428
324,https://github.com/tinygrad/tinygrad/issues/1801,https://chat.openai.com/share/cabc655a-6cc7-4afa-bda4-741d7600eb2c,information retrieval,code generation and implementation,Yes,,engagement (emoji) signals,direct implementation,,,tinygrad/tinygrad,Python,24515,30,2707,geohot,87,42042,15,26,461,139107
326,https://github.com/bitcoin/bitcoin/issues/28420,https://chat.openai.com/share/6264dca8-644e-402b-ae5b-f3382f8fbc8f,information retrieval,,Yes,,issue discovery and planning,,,,bitcoin/bitcoin,C++,76607,30,35443,cezar1,27,2,12,6,2425,717109
327,https://github.com/kaist-cp/cs220/issues/257,https://chat.openai.com/share/d6b6eed0-a058-4652-9b6b-bc7cebe01d5e,tool/library/api usage queries,,Yes,,idea generation and brainstorming,,,,kaist-cp/cs220,Rust,208,16,42,i3ullbum,3,0,2,6,85,4858
333,https://github.com/ubiquity/ubiquibot/issues/809,https://chat.openai.com/share/b4d90deb-49fd-4c95-982f-dedb1c9c6e33,information retrieval,,Yes,,idea generation and brainstorming,,,,ubiquity/ubiquibot,TypeScript,15,24,59,seprintour,11,1,4,0,124,7898
336,https://github.com/Cerlancism/chatgpt-subtitle-translator/issues/10,https://chat.openai.com/share/04313a49-1783-4901-a244-26ed0ed47f4a,code generation and implementation,,Yes,,issue discovery and planning,,,,Cerlancism/chatgpt-subtitle-translator,JavaScript,132,1,15,Cerlancism,66,27,7,14,49,7948
339,https://github.com/simonw/datasette/issues/2189,https://chat.openai.com/share/cc4628e9-5240-4f35-b640-16a9c178b315,code generation and implementation,,Yes,,issue discovery and planning,,,,simonw/datasette,Python,9009,30,638,simonw,761,6113,16,20,212,37024
342,https://github.com/TryQuiet/quiet/issues/1915,https://chat.openai.com/share/89f1e236-b3ee-485f-8c3e-9df43b71e09d,tool/library/api usage queries,,Yes,,explicit positive comment,,,,TryQuiet/quiet,C,1876,30,76,holmesworcester,46,29,14,22,1836,449213
343,https://github.com/eliteGoblin/lyubishchev/issues/104,https://chat.openai.com/share/3c9d3b42-e1f5-4e19-9822-a8bf94fb2fc8,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,eliteGoblin/lyubishchev,Python,0,1,0,eliteGoblin,23,11,11,30,102,7919
345,https://github.com/navikt/pensjon-regler-beregn/issues/787,https://chat.openai.com/share/1956f570-a52c-49ca-8a9b-e02cb32170f5,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,navikt/pensjon-regler-beregn,HTML,0,6,0,ehellerslien,0,1,5,18,61,8042
348,https://github.com/SoftwareCornwall/tech-jam-portal/issues/14,https://chat.openai.com/share/5866b406-d521-499e-a451-e824f4181599,code generation and implementation,,Yes,Configration change,issue discovery and planning,,,,SoftwareCornwall/tech-jam-portal,HTML,0,5,1,tonyedwardspz,83,72,10,25,68,47789
349,https://github.com/scripting/feedlandSupport/issues/224,https://chat.openai.com/share/7555aac2-f312-403f-953a-9b812de37f80,information retrieval,,Yes,,engagement (emoji) signals,,,,scripting/feedlandSupport,,14,1,1,scripting,191,879,12,30,12,377
351,https://github.com/PromtEngineer/localGPT/issues/540,https://chat.openai.com/share/93ed3d48-2e8e-41da-8397-17bcc9b4672c,debugging and code repair,,Yes,,explicit positive comment,engagement (emoji) signals,,,PromtEngineer/localGPT,Python,19393,30,2156,hakemz91,4,0,1,8,46,109107
357,https://github.com/agronholm/apscheduler/issues/794,https://chat.openai.com/share/a9811e15-29df-462a-9134-b7b231d79133,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,agronholm/apscheduler,Python,5822,30,683,agronholm,122,561,14,22,87,9886
358,https://github.com/startupjs/startupjs/issues/1076,https://chat.openai.com/share/151b516e-2b59-4f62-878a-cbb70891131e,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,startupjs/startupjs,JavaScript,105,30,46,cray0000,49,42,13,23,1706,83085
359,https://github.com/extinctsion/easyPythonpi/issues/60,https://chat.openai.com/share/8d233110-b671-46bc-ab26-b7d2908d476d,code generation and implementation,,Yes,,idea generation and brainstorming,,,,extinctsion/easyPythonpi,Python,14,10,36,extinctsion,54,21,3,27,32,1358
364,https://github.com/ansys/actions/issues/347,https://chat.openai.com/share/f612b801-49e9-4167-bdb5-f586151fc7e7,tool/library/api usage queries,,Yes,,explicit positive comment,,,,ansys/actions,Python,9,15,4,RobPasMue,21,50,6,23,96,5397
366,https://github.com/freelawproject/courtlistener/issues/3245,https://chat.openai.com/share/f2e2b355-e28c-48ca-b65d-117208b2a601,debugging and code repair,,Yes,,issue discovery and planning,explicit positive comment,,,freelawproject/courtlistener,Python,489,30,135,mlissner,125,150,14,11,1083,408852
367,https://github.com/usebruno/bruno/issues/344,https://chat.openai.com/share/f92457d3-5c9c-4025-b369-cf7dc60a9b92,code enhancement,,Yes,,explicit positive comment,,,,usebruno/bruno,JavaScript,20811,30,967,helloanoop,131,229,9,20,596,78357
369,https://github.com/kubesail/pibox-host/issues/21,https://chat.openai.com/share/c0768786-3717-428c-b020-bf68d6a9d235,tool/library/api usage queries,,Yes,,issue discovery and planning,,,,kubesail/pibox-host,JavaScript,3,1,0,pastudan,127,46,12,18,47,3036
370,https://github.com/imprex92/dark-traveling-marshmallow/issues/155,https://chat.openai.com/share/d314b297-195a-4a2d-885b-d2ee812f2f2c,debugging and code repair,,Yes,,issue discovery and planning,,,,imprex92/dark-traveling-marshmallow,JavaScript,2,3,0,imprex92,20,0,4,24,195,30392
371,https://github.com/lusimoncelli/barco-aac/issues/15,https://chat.openai.com/share/ff22cc7b-6ae6-4b8b-87aa-5259da5633d8,program generation,,Yes,,explicit positive comment,idea generation and brainstorming,,,lusimoncelli/barco-aac,Java,0,3,0,milalangone,6,2,0,17,73,3210
373,https://github.com/SoftwareCornwall/tech-jam-portal/issues/6,https://chat.openai.com/share/d5141e59-2f7d-4cc3-9eb0-f7fe7617bb9e,code generation and implementation,,Yes,,issue discovery and planning,,,,SoftwareCornwall/tech-jam-portal,HTML,0,5,1,tonyedwardspz,83,72,10,25,68,47789
375,https://github.com/afederici75/Videomatic/issues/58,https://chat.openai.com/share/71433e49-94b4-4c7c-b0b3-f1189a2d32a7,information retrieval,,Yes,,issue discovery and planning,,,,afederici75/Videomatic,C#,5,1,0,afederici75,4,8,8,22,302,57853
376,https://github.com/globe-and-citizen/Celebrity-Fanalyzer/issues/322,https://chat.openai.com/share/247bc8df-5023-49de-b471-73d98f059c16,code generation and implementation,,Yes,,explicit positive comment,direct implementation,,,globe-and-citizen/Celebrity-Fanalyzer,JavaScript,5,7,9,hermannleboss,108,1,7,20,181,26503
379,https://github.com/traceloop/openllmetry/issues/93,https://chat.openai.com/share/8b6cc9a7-b8c5-4dea-8e0b-7c6728ff40a0,program generation,,Yes,,engagement (emoji) signals,,,,traceloop/openllmetry,Python,1409,30,102,aavetis,15,25,11,7,388,78613
